frame_idx,timestamp,blur_score,brightness_score,contrast_score,occlusion_score,global_score,var_laplacian,mean_brightness,sat_ratio,std_gray,edge_density,blocked_ratio,global_level,blur_level,brightness_level,contrast_level,qc_blur_level,qc_occlusion_level,qc_light_level,qc_blur_alert,qc_occlusion_alert,qc_light_alert,stab_dx,stab_dy,stab_mag,stab_vibration_rms,stab_level,stab_accum_x,stab_accum_y,mot_num_regions,mot_area_ratio,mot_level
594,1764819420.6570907,26.376861718599287,99.76063368055556,31.212283448749705,0.0,42.21998919568242,202.75372343719857,109.03502821180555,0.0011968315972222222,39.04552755193737,0.0025032552083333335,0.05103081597222222,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0011159086134284735,STABLE,0.09318947792053223,0.12267112731933594,0,0.0,NONE
595,1764819420.6933076,26.371758637002074,99.76063368055556,31.21183729911678,0.0,42.21780914864204,202.74351727400415,109.03515082465277,0.0011968315972222222,39.04532678460255,0.0024999999999999996,0.05103081597222222,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0011159086134284735,STABLE,0.09318947792053223,0.12267112731933594,1,0.0010416666666666667,LOW
596,1764819420.7408998,26.32840685748819,99.76128472222221,31.21076892496133,0.0,42.20055159387968,202.65681371497638,109.03494791666667,0.001193576388888889,39.0448460162326,0.0024815538194444446,0.05102647569444444,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0011159086134284735,STABLE,0.09318947792053223,0.12267112731933594,1,0.0010416666666666667,LOW
597,1764819420.9210117,26.32741672922711,99.76128472222221,31.209307123171566,0.0,42.199506749016905,202.65483345845422,109.03412434895833,0.001193576388888889,39.044188205427204,0.002475043402777778,0.05103190104166667,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0011159086134284735,STABLE,0.09318947792053223,0.12267112731933594,1,0.0010416666666666667,LOW
598,1764819420.9592001,26.32978543582433,99.76258680555556,31.208525058823838,0.0,42.20036951744421,202.65957087164867,109.03338324652778,0.0011870659722222222,39.04383627647073,0.0024891493055555556,0.05103298611111111,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0011159086134284735,STABLE,0.09318947792053223,0.12267112731933594,1,0.0010416666666666667,LOW
599,1764819420.994835,26.320370288254892,99.76258680555556,31.210441233624884,0.0,42.19745613951914,202.64074057650978,109.03368923611112,0.0011870659722222222,39.0446985551312,0.0024793836805555554,0.05103081597222222,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0011159086134284735,STABLE,0.09318947792053223,0.12267112731933594,1,0.0010416666666666667,LOW
600,1764819421.0338154,26.730495563250418,99.76128472222221,31.20241622975429,0.0,42.35305499926617,203.46099112650083,109.00461154513889,0.001193576388888889,39.04108730338943,0.0025010850694444447,0.05117078993055556,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,-0.0001220703125,-0.00018310546875,0.00022006538546533137,0.0011166316689923406,STABLE,0.09306740760803223,0.12248802185058594,1,0.0010416666666666667,LOW
601,1764819421.2188826,26.416264823998347,99.76085069444444,31.21221223012779,0.0,42.2340790569197,202.8325296479967,109.02619249131945,0.0011957465277777778,39.045495503557504,0.0025043402777777776,0.05112413194444444,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,-6.103515625e-05,0.0,6.103515625e-05,0.0011166873155161738,STABLE,0.09300637245178223,0.12248802185058594,1,0.0010416666666666667,LOW
602,1764819421.2552233,26.372897342653033,99.76085069444444,31.211823082426566,0.0,42.216481463044765,202.74579468530607,109.03267795138889,0.0011957465277777778,39.045320387091955,0.002506510416666667,0.051151258680555554,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,6.103515625e-05,0.0,6.103515625e-05,0.0011167428456246853,STABLE,0.09306740760803223,0.12248802185058594,1,0.0010416666666666667,LOW
603,1764819421.293886,26.366858950588433,99.76063368055556,31.208303169388294,0.0,42.21318999346111,202.73371790117687,109.03311848958333,0.0011968315972222222,39.04373642622473,0.0025032552083333335,0.051117621527777775,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,-3.0517578125e-05,3.0517578125e-05,0.0011167568154633045,STABLE,0.09306740760803223,0.12245750427246094,1,0.0010416666666666667,LOW
604,1764819421.3359802,26.366708685378086,99.76063368055556,31.206356010076757,0.0,42.21279043734863,202.73341737075617,109.03273871527777,0.0011968315972222222,39.04286020453454,0.0025130208333333337,0.05108940972222222,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0011167568154633045,STABLE,0.09306740760803223,0.12245750427246094,1,0.0010416666666666667,LOW
605,1764819421.5588706,26.33422497105542,99.76063368055556,31.206103882095643,0.0,42.19996288058842,202.66844994211084,109.03235243055556,0.0011968315972222222,39.04274674694304,0.0025162760416666667,0.05108723958333333,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0011167568154633045,STABLE,0.09306740760803223,0.12245750427246094,1,0.0010416666666666667,LOW
606,1764819421.594052,26.340363208902616,99.76063368055556,31.206805371825304,0.0,42.202454021073336,202.68072641780523,109.03318250868055,0.0011968315972222222,39.04306241732139,0.002521701388888889,0.05110026041666667,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,4.772693137056194e-05,STABLE,0.09306740760803223,0.12245750427246094,1,0.0010416666666666667,LOW
607,1764819421.6354856,26.330995804388753,99.76063368055556,31.207863397847845,0.0,42.199548711651744,202.6619916087775,109.03316297743055,0.0011968315972222222,39.04353852903153,0.0025119357638888886,0.051076388888888886,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,3.0517578125e-05,3.0517578125e-05,4.6741068217670545e-05,STABLE,0.09306740760803223,0.12248802185058594,1,0.0010416666666666667,LOW
608,1764819421.6790187,26.846032749409147,99.76519097222221,30.780278596222594,0.0,42.22771145457993,203.6920654988183,108.48150933159722,0.001174045138888889,38.85112536830017,0.002545572916666667,0.05154730902777778,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.03271484375,0.00189208984375,0.032769513355613566,0.005983041133731604,STABLE,0.12578225135803223,0.12438011169433594,1,0.0010416666666666667,LOW
609,1764819421.8649087,26.588011294338433,99.76497395833334,30.786036628439632,0.0,42.12773670365839,203.17602258867686,108.50212999131945,0.0011751302083333334,38.853716482797836,0.0025162760416666667,0.051603732638888886,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,-0.0001220703125,6.103515625e-05,0.00013647875839232116,0.005983087699860334,STABLE,0.12566018104553223,0.12444114685058594,0,0.0,NONE
610,1764819421.9068694,26.52976044560125,99.76519097222221,30.79203165033358,0.0,42.107596508351925,203.0595208912025,108.5059787326389,0.001174045138888889,38.85641424265011,0.0025130208333333337,0.05158094618055555,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,-1.52587890625e-05,1.52587890625e-05,0.005983088631182909,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
611,1764819421.9449542,26.51201902005937,99.76453993055556,30.79365288342452,0.0,42.10138122635859,203.02403804011874,108.50843858506944,0.0011773003472222222,38.857143797541035,0.0025358072916666667,0.051564670138888886,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,-3.0517578125e-05,3.0517578125e-05,0.0059830909594893456,STABLE,0.12566018104553223,0.12439537048339844,0,0.0,NONE
612,1764819421.9839356,26.51588621718558,99.76453993055556,30.792411532376335,0.0,42.10317792326587,203.03177243437116,108.5073415798611,0.0011773003472222222,38.85658518956935,0.002533637152777778,0.051513671875,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,3.0517578125e-05,3.0517578125e-05,0.005983093753457069,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
613,1764819422.169204,26.399456650198843,99.76432291666667,30.79184980124762,0.0,42.056938532461224,202.7989133003977,108.50906684027778,0.0011783854166666668,38.85633241056143,0.0025542534722222225,0.051529947916666666,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0059830909594893456,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
614,1764819422.2033343,26.371968600331385,99.76432291666667,30.79216283954191,0.0,42.04576047105111,202.74393720066277,108.50697482638888,0.0011783854166666668,38.85647327779386,0.002546657986111111,0.051563585069444445,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005983088631182909,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
615,1764819422.2438903,26.37772433443186,99.76410590277777,30.791725740968808,0.0,42.04840861114836,202.75544866886372,108.50659613715278,0.0011794704861111112,38.856276583435964,0.0025390625,0.0515234375,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005983088631182909,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
616,1764819422.2856505,26.354027502834644,99.76388888888889,30.793957806686606,0.0,42.03995117499008,202.70805500566928,108.50675347222223,0.0011805555555555556,38.85728101300897,0.0025282118055555552,0.05152235243055556,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005983088631182909,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
617,1764819422.4713979,26.335031192070744,99.763671875,30.790460295025863,0.0,42.03107327676758,202.6700623841415,108.50587348090278,0.001181640625,38.85570713276164,0.0025325520833333333,0.05152235243055556,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005983088631182909,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
618,1764819422.5055275,26.296582841376303,99.763671875,30.792804884335617,0.0,42.01846844029487,202.5931656827526,108.50676866319445,0.001181640625,38.85676219795103,0.0025238715277777777,0.05141710069444445,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005983088631182909,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
619,1764819422.5421488,26.301487355265195,99.763671875,30.79385301755167,0.0,42.02079039876392,202.6029747105304,108.50601671006945,0.001181640625,38.85723385789825,0.0025444878472222223,0.05141818576388889,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005983088631182909,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
620,1764819422.5815957,26.28669894380687,99.76410590277777,30.790247307628565,0.0,42.01369914884704,202.57339788761374,108.50466362847222,0.0011794704861111112,38.855611288432854,0.00255859375,0.05141493055555556,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005983085837215185,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
621,1764819422.7782276,26.30323540214019,99.76410590277777,30.79335151600489,0.0,42.021397789143336,202.60647080428038,108.50647026909722,0.0011794704861111112,38.8570081822022,0.002548828125,0.051416015625,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005983085837215185,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
622,1764819422.8134995,26.297808969848518,99.76432291666667,30.7948924169312,0.0,42.01793160366416,202.59561793969704,108.50655381944445,0.0011783854166666668,38.85770158761904,0.002533637152777778,0.05154839409722222,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005983085837215185,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
623,1764819422.851045,26.280011660820747,99.76432291666667,30.793821010504463,0.0,42.010455298138176,202.5600233216415,108.50579427083333,0.0011783854166666668,38.85721945472701,0.002536892361111111,0.051552734375,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005983085837215185,STABLE,0.12566018104553223,0.12442588806152344,0,0.0,NONE
624,1764819422.8849404,26.658333019847618,99.76388888888889,30.774890538903243,0.0,42.15091306795157,203.31666603969524,108.47344075520833,0.0011805555555555556,38.84870074250646,0.002494574652777778,0.05159396701388889,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.00048065185546875,0.0010528564453125,0.001157381916482898,0.00598681578412652,STABLE,0.12614083290100098,0.12547874450683594,0,0.0,NONE
625,1764819423.0685554,26.35382719344562,99.76388888888889,30.779580849345805,0.0,42.03238841201941,202.70765438689125,108.49587565104167,0.0011805555555555556,38.85081138220561,0.0024913194444444444,0.05164496527777778,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0001220703125,1.52587890625e-05,0.00012302029034879378,0.005986858159303665,STABLE,0.12626290321350098,0.12549400329589844,0,0.0,NONE
626,1764819423.1105926,26.298792495712846,99.76388888888889,30.785724579761208,0.0,42.01381924178859,202.5975849914257,108.50337565104167,0.0011805555555555556,38.85357606089254,0.002495659722222222,0.051602647569444444,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,-0.00012969970703125,0.00012969970703125,0.005986904725432396,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
627,1764819423.1444602,26.277600009277137,99.76410590277777,30.787610278646298,0.0,42.00660355162228,202.55520001855427,108.5041623263889,0.0011794704861111112,38.854424625390834,0.002483723958333333,0.05158094618055555,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005986904725432396,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
628,1764819423.1777031,26.276362494892535,99.76432291666667,30.787494770081214,0.0,42.00700826998385,202.55272498978508,108.50368381076389,0.0011783854166666668,38.85437264653655,0.002482638888888889,0.05152126736111111,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005986904725432396,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
629,1764819423.3614285,26.277190407750638,99.76519097222221,30.785603171029912,0.0,42.00643602744271,202.55438081550128,108.50377061631944,0.001174045138888889,38.85352142696346,0.0024717881944444444,0.05154296875,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005986904725432396,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
630,1764819423.397779,26.277138309787233,99.76519097222221,30.786504962136323,0.0,42.00706220442252,202.55427661957447,108.5037890625,0.001174045138888889,38.85392723296135,0.002470703125,0.0515234375,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005986770149320364,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
631,1764819423.440109,26.275835686360484,99.76519097222221,30.788323330252737,0.0,42.006842379540885,202.55167137272096,108.50442708333334,0.001174045138888889,38.85474549861373,0.0024685329861111114,0.05155164930555556,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005986759439110756,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
632,1764819423.4789028,26.247199078557543,99.76519097222221,30.78761937081167,0.0,41.99533415208655,202.49439815711509,108.50476779513889,0.001174045138888889,38.85442871686525,0.002484809027777778,0.05155056423611111,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005986749194562435,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
633,1764819423.663694,26.244856413626994,99.76497395833334,30.78885471176518,0.0,41.994986527345404,202.48971282725398,108.50475260416667,0.0011751302083333334,38.85498462029433,0.0024815538194444446,0.05154188368055555,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005986746400594711,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
634,1764819423.6940444,26.243670987441785,99.76584201388889,30.786738818602288,0.0,41.99397398892317,202.48734197488358,108.50371636284723,0.0011707899305555556,38.85403246837103,0.0024772135416666666,0.051534288194444444,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005986746400594711,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
635,1764819423.7233777,26.236947887420087,99.765625,30.78661546196014,0.0,41.991274662389436,202.47389577484017,108.50443793402778,0.001171875,38.85397695788206,0.002483723958333333,0.051532118055555555,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005986746400594711,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
636,1764819423.7641795,26.20884947405921,99.76519097222221,30.787341820907493,0.0,41.98001594220885,202.4176989481184,108.50412109375,0.001174045138888889,38.85430381940837,0.002488064236111111,0.05156032986111111,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.005986746400594711,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
637,1764819423.958748,26.21283873430828,99.76519097222221,30.789543700492395,0.0,41.98243147086544,202.42567746861656,108.50362087673611,0.001174045138888889,38.85529466522158,0.0024858940972222222,0.051561414930555556,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0059867436066269875,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
638,1764819423.9892025,26.219105555320084,99.76519097222221,30.786563731607625,0.0,41.984128419417026,202.43821111064017,108.50407009548611,0.001174045138888889,38.85395367922343,0.0024772135416666666,0.051534288194444444,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.00021542290051002055,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
639,1764819425.5624921,26.17216003553604,99.76519097222221,30.788662198025037,0.0,41.96626970229797,202.34432007107208,108.50430989583333,0.001174045138888889,38.854897989111265,0.0024565972222222224,0.05155056423611111,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.00021397697855718434,STABLE,0.12626290321350098,0.1253643035888672,0,0.0,NONE
640,1764819425.5971255,26.53873169258436,99.76584201388889,30.824974334696503,0.0,42.124268723122945,203.07746338516873,108.52483723958333,0.0011707899305555556,38.871238450613426,0.0025390625,0.05157552083333333,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0001220703125,0.0014495849609375,0.001454715683620006,0.00034105469239875674,STABLE,0.12638497352600098,0.1268138885498047,0,0.0,NONE
641,1764819421.5387144,26.216661880596774,99.76584201388889,30.822810282762624,0.0,41.99867052732381,202.43332376119355,108.54931857638888,0.0011707899305555556,38.87026462724318,0.0025423177083333335,0.051458333333333335,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,6.103515625e-05,6.103515625e-05,8.631674575031098e-05,0.0003413731465116143,STABLE,0.12644600868225098,0.1268749237060547,0,0.0,NONE
642,1764819421.56831,26.175641385179095,99.76584201388889,30.827766685758778,0.0,41.981046205632495,202.35128277035818,108.55222764756944,0.0011707899305555556,38.87249500859145,0.0025238715277777777,0.051689453125,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,7.62939453125e-06,0.0,7.62939453125e-06,0.0003413305093999952,STABLE,0.12645363807678223,0.1268749237060547,0,0.0,NONE
643,1764819421.600025,28.026106408745576,99.76519097222221,30.830368486539676,0.0,42.708966580479284,206.05221281749115,108.55287217881944,0.001174045138888889,38.873665818942854,0.0025282118055555552,0.051674262152777775,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,-3.0517578125e-05,3.0517578125e-05,0.0003413759695831686,STABLE,0.12645363807678223,0.1268444061279297,0,0.0,NONE
644,1764819421.6386292,28.04748500653902,99.76540798611111,30.828603695299833,0.0,42.71679543442872,206.09497001307804,108.55181749131944,0.0011729600694444444,38.872871662884926,0.0025379774305555555,0.051668836805555556,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,-1.9073486328125e-06,0.0,1.9073486328125e-06,0.00034137614420615137,STABLE,0.12645173072814941,0.1268444061279297,0,0.0,NONE
645,1764819421.8402848,28.05353318848728,99.76540798611111,30.832028123218485,0.0,42.720202020770415,206.10706637697456,108.55168077256944,0.0011729600694444444,38.87441265544832,0.002536892361111111,0.051689453125,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.00034137614420615137,STABLE,0.12645173072814941,0.1268444061279297,0,0.0,NONE
646,1764819421.8746448,28.05411858588323,99.76540798611111,30.8334855305158,0.0,42.72107045291284,206.10823717176646,108.55194227430556,0.0011729600694444444,38.87506848873211,0.002550998263888889,0.05168511284722222,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.00034137614420615137,STABLE,0.12645173072814941,0.1268444061279297,0,0.0,NONE
647,1764819421.9120855,28.032670018174898,99.76540798611111,30.837742377930887,0.0,42.71370689837506,206.0653400363498,108.55211480034723,0.0011729600694444444,38.8769840700689,0.0025173611111111113,0.05172526041666667,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.00034137614420615137,STABLE,0.12645173072814941,0.1268444061279297,0,0.0,NONE
648,1764819421.9643984,28.36499222931096,99.76736111111111,30.83818037335697,0.0,42.840459715739755,206.7299844586219,108.52613172743055,0.0011631944444444443,38.87718116801064,0.0025390625,0.05200846354166667,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,-0.004321098327636719,0.0015869140625,0.004603280026118887,0.0009071258245967329,STABLE,0.1221306324005127,0.1284313201904297,0,0.0,NONE
649,1764819422.2046576,28.07354524908594,99.76779513888889,30.836006124572556,0.0,42.72541615463974,206.14709049817188,108.548857421875,0.0011610243055555556,38.87620275605765,0.0025227864583333335,0.05199652777777778,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,-6.103515625e-05,6.103515625e-05,0.0009071942768059671,STABLE,0.1221306324005127,0.1283702850341797,0,0.0,NONE
650,1764819422.2382498,28.02604904445837,99.76779513888889,30.840832191898848,0.0,42.708807400281756,206.05209808891675,108.55361002604167,0.0011610243055555556,38.87837448635448,0.0025173611111111113,0.051986762152777775,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,-0.0001220703125,0.00011444091796875,0.00016732568511551902,0.0009077084832824767,STABLE,0.1220085620880127,0.12848472595214844,0,0.0,NONE
651,1764819422.2745616,27.999344390866828,99.767578125,30.84019371298887,0.0,42.69807608995373,205.99868878173365,108.55418511284722,0.001162109375,38.87808717084499,0.0025130208333333337,0.051983506944444445,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,-2.288818359375e-05,2.288818359375e-05,0.0009077180875465274,STABLE,0.1220085620880127,0.1284618377685547,0,0.0,NONE
652,1764819422.3148668,27.982188912280375,99.76779513888889,30.838480568297133,0.0,42.69082416671361,205.96437782456076,108.55391710069445,0.0011610243055555556,38.87731625573371,0.002506510416666667,0.051975911458333336,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,-3.0517578125e-05,3.0517578125e-05,0.0009077352005988359,STABLE,0.1220085620880127,0.1284313201904297,0,0.0,NONE
653,1764819422.5076003,27.98343837685057,99.76801215277777,30.838553425311293,0.0,42.69122095153934,205.96687675370114,108.55315321180555,0.0011599392361111112,38.87734904139008,0.0025303819444444445,0.051986762152777775,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0009077352005988359,STABLE,0.1220085620880127,0.1284313201904297,0,0.0,NONE
654,1764819422.5388534,27.96908507823943,99.76801215277777,30.837865194418836,0.0,42.68838489981183,205.93817015647886,108.55310112847222,0.0011599392361111112,38.877039337488476,0.002507595486111111,0.05178493923611111,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0008827978745102882,STABLE,0.1220085620880127,0.1284313201904297,0,0.0,NONE
655,1764819422.5810406,27.969589635531094,99.76779513888889,30.840374959299844,0.0,42.689526159058026,205.9391792710622,108.55401801215278,0.0011610243055555556,38.87816873168493,0.0025303819444444445,0.05178493923611111,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0008825120748952031,STABLE,0.1220085620880127,0.1284313201904297,0,0.0,NONE
656,1764819422.6181555,27.949478418279,99.76779513888889,30.84013527317983,0.0,42.68173144230532,205.898956836558,108.5535861545139,0.0011610243055555556,38.878060872930924,0.0025303819444444445,0.051771918402777777,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0008821943192742765,STABLE,0.1220085620880127,0.1284313201904297,0,0.0,NONE
657,1764819422.8214924,27.951727762504262,99.767578125,30.83914405021954,0.0,42.6821829555501,205.90345552500852,108.55370551215277,0.001162109375,38.877614822598794,0.0025444878472222223,0.051771918402777777,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0008821943192742765,STABLE,0.1220085620880127,0.1284313201904297,0,0.0,NONE
658,1764819422.854059,27.93698763900332,99.76736111111111,30.83929636772898,0.0,42.6764109502597,205.87397527800664,108.5540505642361,0.0011631944444444443,38.87768336547804,0.0025303819444444445,0.051771918402777777,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0008821943192742765,STABLE,0.1220085620880127,0.1284313201904297,0,0.0,NONE
659,1764819422.889194,27.93568664073942,99.767578125,30.842606638871423,0.0,42.67309949886259,205.87137328147884,108.55349175347222,0.001162109375,38.87917298749214,0.002526041666666667,0.052044270833333336,CRITICAL,CRITICAL,OK,CRITICAL,CRITICAL,CRITICAL,OK,1,1,0,0.0,0.0,0.0,0.0008821943192742765,STABLE,0.1220085620880127,0.1284313201904297,0,0.0,NONE
